ObjectNumber,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Rc,Region_Ed,Region_pixels_sum,Cell_Ed,Cell_pixels_sum
1,A549,2.0,control,0,1,0.0,1,0.0,,0,0.0,4481
1,A549,2.0,control,0,1,0.0,1,0.1,,0,0.03358663618564606,17
1,A549,2.0,control,0,1,0.0,1,0.15,,0,0.058100376278162,101
1,A549,2.0,control,0,1,0.0,1,0.2,,0,0.06483481079339981,375
1,A549,2.0,control,0,1,0.0,1,0.25,,0,0.06478554755449295,618
1,A549,2.0,control,0,1,0.0,1,0.3,,1,0.07159008830785751,859
1,A549,2.0,control,0,1,0.0,1,0.35,0.05490192398428917,6,0.07593061029911041,1188
1,A549,2.0,control,0,1,0.0,1,0.4,0.06865433603525162,37,0.07569807022809982,1392
1,A549,2.0,control,0,1,0.0,1,0.45,0.07261183112859726,76,0.08043771982192993,1586
1,A549,2.0,control,0,1,0.0,1,0.5,0.07655742019414902,86,0.08197720348834991,1625
1,A549,2.0,control,0,1,0.0,1,0.55,0.06873578578233719,94,0.08804535865783691,1500
1,A549,2.0,control,0,1,0.0,1,0.6,0.07439017295837402,84,0.09345170855522156,1337
1,A549,2.0,control,0,1,0.0,1,0.65,0.07438141107559204,61,0.09878456592559814,1172
1,A549,2.0,control,0,1,0.0,1,0.7,0.05816980451345444,34,0.10454735159873962,1089
1,A549,2.0,control,0,1,0.0,1,0.75,0.07368440181016922,15,0.10558629035949707,1119
1,A549,2.0,control,0,1,0.0,1,0.8,,4,0.11334484815597534,1249
1,A549,2.0,control,0,1,0.0,1,0.85,,1,0.11735815554857254,1245
1,A549,2.0,control,0,1,0.0,1,0.9,,0,0.1215539202094078,1311
1,A549,2.0,control,0,1,0.0,1,0.95,,0,0.12699440121650696,1426
1,A549,2.0,control,0,1,0.0,1,1.0,,0,0.12958762049674988,1448
1,A549,2.0,control,0,1,0.0,1,1.05,,0,0.137191504240036,1515
1,A549,2.0,control,0,1,0.0,1,1.1,,0,0.1392749696969986,1464
1,A549,2.0,control,0,1,0.0,1,1.15,,0,0.1431049257516861,1442
1,A549,2.0,control,0,1,0.0,1,1.2,,0,0.1483539491891861,1449
1,A549,2.0,control,0,1,0.0,1,1.25,,0,0.15454383194446564,1487
1,A549,2.0,control,0,1,0.0,1,1.3,,0,0.160353422164917,1401
1,A549,2.0,control,0,1,0.0,1,1.35,,0,0.159603551030159,1390
1,A549,2.0,control,0,1,0.0,1,1.4,,0,0.16564318537712097,1366
1,A549,2.0,control,0,1,0.0,1,1.45,,0,0.1713935136795044,1315
1,A549,2.0,control,0,1,0.0,1,1.5,,0,0.17163172364234924,1285
1,A549,2.0,control,0,1,0.0,1,1.55,,0,0.17684146761894226,1330
1,A549,2.0,control,0,1,0.0,1,1.6,,0,0.18291929364204407,1317
1,A549,2.0,control,0,1,0.0,1,1.65,,0,0.1876799762248993,1147
1,A549,2.0,control,0,1,0.0,1,1.7,,0,0.18747663497924805,1163
