ObjectNumber,Metadata_cell,Metadata_hour,Metadata_treatment,Metadata_site,Metadata_dish,Metadata_concentration,ObjectNumber,Rc,Region_Ed,Region_pixels_sum,Cell_Ed,Cell_pixels_sum
1,A549,4.0,ALM,0,1,9.0,1,0.0,,0,0.0,4432
1,A549,4.0,ALM,0,1,9.0,1,0.05,0.06812460720539093,175,0.07859943807125092,687
1,A549,4.0,ALM,0,1,9.0,1,0.1,0.07171892374753952,153,0.08866816759109497,1613
1,A549,4.0,ALM,0,1,9.0,1,0.15,0.07995230704545975,175,0.09313087910413742,1550
1,A549,4.0,ALM,0,1,9.0,1,0.2,0.06732723116874695,56,0.09459321945905685,1451
1,A549,4.0,ALM,0,1,9.0,1,0.25,0.0787835568189621,84,0.09693185985088348,2109
1,A549,4.0,ALM,0,1,9.0,1,0.3,0.08500705659389496,131,0.10208998620510101,3182
1,A549,4.0,ALM,0,1,9.0,1,0.35,0.0857776626944542,63,0.106441430747509,3531
1,A549,4.0,ALM,0,1,9.0,1,0.4,0.08423300832509995,52,0.10897941142320633,3599
1,A549,4.0,ALM,0,1,9.0,1,0.45,0.089530810713768,31,0.11120672523975372,3281
1,A549,4.0,ALM,0,1,9.0,1,0.5,0.1004614531993866,34,0.1144237071275711,2759
1,A549,4.0,ALM,0,1,9.0,1,0.55,0.10486231744289398,9,0.11440595239400864,2305
1,A549,4.0,ALM,0,1,9.0,1,0.6,,2,0.11540087312459946,1887
1,A549,4.0,ALM,0,1,9.0,1,0.65,,2,0.1158575788140297,1821
1,A549,4.0,ALM,0,1,9.0,1,0.7,,0,0.11458715796470642,1622
1,A549,4.0,ALM,0,1,9.0,1,0.75,,0,0.11535447835922241,1505
1,A549,4.0,ALM,0,1,9.0,1,0.8,,0,0.11724143475294113,1495
1,A549,4.0,ALM,0,1,9.0,1,0.85,,0,0.11944543570280075,1335
1,A549,4.0,ALM,0,1,9.0,1,0.9,,0,0.12179490923881531,1312
1,A549,4.0,ALM,0,1,9.0,1,0.95,,0,0.12540258467197418,1300
1,A549,4.0,ALM,0,1,9.0,1,1.0,,0,0.12773346900939941,1213
1,A549,4.0,ALM,0,1,9.0,1,1.05,,0,0.13034027814865112,1232
1,A549,4.0,ALM,0,1,9.0,1,1.1,,0,0.13353992998600006,1184
1,A549,4.0,ALM,0,1,9.0,1,1.15,,0,0.13410377502441406,1150
1,A549,4.0,ALM,0,1,9.0,1,1.2,,0,0.13574033975601196,1043
1,A549,4.0,ALM,0,1,9.0,1,1.25,,0,0.14024952054023743,955
1,A549,4.0,ALM,0,1,9.0,1,1.3,,0,0.140829935669899,907
1,A549,4.0,ALM,0,1,9.0,1,1.35,,0,0.14427049458026886,774
1,A549,4.0,ALM,0,1,9.0,1,1.4,,0,0.15086480975151062,692
1,A549,4.0,ALM,0,1,9.0,1,1.45,,0,0.1523781567811966,565
1,A549,4.0,ALM,0,1,9.0,1,1.5,,0,0.1573999524116516,537
1,A549,4.0,ALM,0,1,9.0,1,1.55,,0,0.16218242049217224,446
1,A549,4.0,ALM,0,1,9.0,1,1.6,,0,0.16142529249191284,375
1,A549,4.0,ALM,0,1,9.0,1,1.65,,0,0.16918472945690155,331
1,A549,4.0,ALM,0,1,9.0,1,1.7,,0,0.17986680567264557,283
1,A549,4.0,ALM,0,1,9.0,1,1.75,,0,0.17922675609588623,215
1,A549,4.0,ALM,0,1,9.0,1,1.8,,0,0.17572294175624847,187
1,A549,4.0,ALM,0,1,9.0,1,1.85,,0,0.18104858696460724,175
